#Lower and upper bound delineate the 90% max posterior region
#node	date	numeric date	lower bound	upper bound
NODE_0000334	2020-12-18	2020.962512	2020.949909	2020.964538
hCoV-19/Singapore/1538/2020|EPI_ISL_803959|2020-12-29	2020-12-29	2020.993169	2020.993169	2020.993169
NODE_0000336	2020-12-20	2020.968579	2020.957098	2020.968579
hCoV-19/USA/AK-PHL6606/2020|EPI_ISL_872349|2020-12-20	2020-12-20	2020.968579	2020.968579	2020.968579
NODE_0000337	2020-12-22	2020.974044	2020.963615	2020.974044
hCoV-19/Hong_Kong/HKPU-08259/2020|EPI_ISL_1020214|2020-12-22	2020-12-22	2020.974044	2020.974044	2020.974044
NODE_0000339	2021-01-14	2021.037086	2020.982554	2021.061166
hCoV-19/Thailand/CU-SI2104177-NT/2021|EPI_ISL_918166|2021-01-25	2021-01-25	2021.067123	2021.067123	2021.067123
hCoV-19/Guadeloupe/IPP02961/2021|EPI_ISL_1013214|2021-01-30	2021-01-30	2021.080822	2021.080822	2021.080822
NODE_0000295	2020-09-10	2020.691286	2020.658195	2020.724525
hCoV-19/England/LOND-12689D9/2020|EPI_ISL_838714|2020-09-23	2020-09-23	2020.728142	2020.728142	2020.728142
NODE_0000341	2020-09-15	2020.706620	2020.650127	2020.787616
NODE_0000318	2020-12-09	2020.938525	2020.899538	2020.938525
hCoV-19/Norway/7125/2020|EPI_ISL_796663|2020-12-09	2020-12-09	2020.938525	2020.938525	2020.938525
hCoV-19/Jamaica/JAM47542/2020|EPI_ISL_756367|2020-12-21	2020-12-21	2020.971311	2020.971311	2020.971311
NODE_0000343	2020-09-22	2020.724414	2020.673241	2020.793340
NODE_0000306	2020-10-31	2020.831301	2020.790341	2020.852993
hCoV-19/Australia/NSW3456/2020|EPI_ISL_678386|2020-11-30	2020-11-30	2020.913934	2020.913934	2020.913934
hCoV-19/England/CAMC-B512B4/2020|EPI_ISL_657937|2020-11-08	2020-11-08	2020.853825	2020.853825	2020.853825
NODE_0000308	2020-11-27	2020.906900	2020.842792	2020.965442
SEQ39|Brazil|MT|Primavera-do-Leste|2021-01-14	2021-01-14	2021.036986	2021.036986	2021.036986
hCoV-19/Spain/CT-HUVH-12127/2021|EPI_ISL_954142|2021-01-19	2021-01-19	2021.050685	2021.050685	2021.050685
NODE_0000347	2020-09-27	2020.738747	2020.675883	2020.797139
NODE_0000328	2020-12-21	2020.971131	2020.900314	2021.023285
hCoV-19/Brazil/SP-1046/2021|EPI_ISL_906073|2021-01-19	2021-01-19	2021.050685	2021.050685	2021.050685
NODE_0000329	2021-01-14	2021.036013	2020.996949	2021.056562
hCoV-19/Brazil/SP-1050/2021|EPI_ISL_906079|2021-01-22	2021-01-22	2021.058904	2021.058904	2021.058904
NODE_0000351	2021-01-22	2021.058904	2021.030154	2021.058904
hCoV-19/Brazil/SP-1051/2021|EPI_ISL_940611|2021-01-22	2021-01-22	2021.058904	2021.058904	2021.058904
hCoV-19/Brazil/SP-1049/2021|EPI_ISL_940610|2021-01-22	2021-01-22	2021.058904	2021.058904	2021.058904
NODE_0000352	2020-10-02	2020.752059	2020.700587	2020.801242
NODE_0000395	2020-10-14	2020.786170	2020.736551	2020.858989
hCoV-19/Germany/BY-ChVir21659/2020|EPI_ISL_856681|2020-12-23	2020-12-23	2020.976776	2020.976776	2020.976776
NODE_0000398	2020-11-18	2020.880321	2020.845680	2020.894643
hCoV-19/Wales/PHWC-495673/2020|EPI_ISL_726377|2020-11-23	2020-11-23	2020.894809	2020.894809	2020.894809
hCoV-19/Wales/PHWC-4ADAA9/2020|EPI_ISL_823106|2020-12-28	2020-12-28	2020.990437	2020.990437	2020.990437
NODE_0000355	2020-10-21	2020.805712	2020.765515	2020.864504
hCoV-19/Germany/NI-IOV-60201584/2020|EPI_ISL_766028|2020-11-30	2020-11-30	2020.913934	2020.913934	2020.913934
NODE_0000356	2020-10-27	2020.821242	2020.789061	2020.869429
hCoV-19/Iran/N193/2021|EPI_ISL_833578|2021-01-08	2021-01-08	2021.020548	2021.020548	2021.020548
NODE_0000400	2020-11-05	2020.846454	2020.810060	2020.871897
hCoV-19/France/IDF-IPP11324/2020|EPI_ISL_941270|2020-12-24	2020-12-24	2020.979508	2020.979508	2020.979508
hCoV-19/England/ALDP-C3963D/2020|EPI_ISL_730892|2020-12-09	2020-12-09	2020.938525	2020.938525	2020.938525
NODE_0000407	2020-11-21	2020.890661	2020.851250	2020.948001
hCoV-19/Poland/2142412573_gx1/2021|EPI_ISL_980808|2021-01-20	2021-01-20	2021.053425	2021.053425	2021.053425
hCoV-19/Ireland/D-NVRL-20IRL15064/2020|EPI_ISL_789083|2020-12-30	2020-12-30	2020.995902	2020.995902	2020.995902
hCoV-19/Northern_Ireland/NIRE-2379F4/2021|EPI_ISL_998178|2021-01-26	2021-01-26	2021.069863	2021.069863	2021.069863
NODE_0000311	2020-11-09	2020.856968	2020.821843	2020.878903
hCoV-19/Romania/B-1689/2021|EPI_ISL_979544|2021-01-21	2021-01-21	2021.056164	2021.056164	2021.056164
NODE_0000312	2020-11-13	2020.866211	2020.822398	2020.885983
hCoV-19/Hong_Kong/VM21000371/2021|EPI_ISL_955905|2021-01-03	2021-01-03	2021.006849	2021.006849	2021.006849
NODE_0000340	2020-11-16	2020.875257	2020.836464	2020.891542
NODE_0000418	2020-12-22	2020.974044	2020.937844	2020.974044
hCoV-19/Brazil/SP-L67-CD1713/2020|EPI_ISL_754236|2020-12-22	2020-12-22	2020.974044	2020.974044	2020.974044
hCoV-19/Brazil/SP-901B/2020|EPI_ISL_763075|2020-12-22	2020-12-22	2020.974044	2020.974044	2020.974044
NODE_0000361	2020-11-19	2020.883560	2020.842805	2020.898621
hCoV-19/Thailand/CU-SI2102653-NT/2021|EPI_ISL_877227|2021-01-08	2021-01-08	2021.020548	2021.020548	2021.020548
NODE_0000362	2020-11-21	2020.890511	2020.854478	2020.905380
hCoV-19/France/OCC-SC2115/2020|EPI_ISL_900513|2020-12-31	2020-12-31	2020.998634	2020.998634	2020.998634
NODE_0000363	2020-11-24	2020.898381	2020.867092	2020.911023
hCoV-19/Iceland/3452/2020|EPI_ISL_827145|2020-12-20	2020-12-20	2020.968579	2020.968579	2020.968579
NODE_0000364	2020-11-26	2020.903863	2020.876635	2020.914814
hCoV-19/Northern_Ireland/NIRE-235C48/2020|EPI_ISL_843168|2020-12-21	2020-12-21	2020.971311	2020.971311	2020.971311
NODE_0000365	2020-11-29	2020.910583	2020.886302	2020.920402
hCoV-19/Ireland/D-NVRL-20IRL12050/2020|EPI_ISL_789071|2020-12-23	2020-12-23	2020.976776	2020.976776	2020.976776
NODE_0000367	2020-12-01	2020.915622	2020.894708	2020.920833
NODE_0000423	2020-12-23	2020.977410	2020.932672	2021.013147
hCoV-19/Australia/QLD1507/2021|EPI_ISL_849758|2021-01-11	2021-01-11	2021.028767	2021.028767	2021.028767
hCoV-19/Thailand/CU-SI2103184-NT/2021|EPI_ISL_877766|2021-01-17	2021-01-17	2021.045205	2021.045205	2021.045205
NODE_0000369	2020-12-03	2020.920784	2020.903045	2020.927280
hCoV-19/New_Zealand/21CV0110/2021|EPI_ISL_877225|2021-01-14	2021-01-14	2021.036986	2021.036986	2021.036986
NODE_0000370	2020-12-04	2020.926080	2020.910618	2020.929367
hCoV-19/USA/NY-PRL-2021_0210_07H06/2021|EPI_ISL_995153|2021-02-09	2021-02-09	2021.108219	2021.108219	2021.108219
NODE_0000371	2020-12-07	2020.932064	2020.918273	2020.932064
hCoV-19/Northern_Ireland/NIRE-245AF0/2020|EPI_ISL_921035|2020-12-31	2020-12-31	2020.998634	2020.998634	2020.998634
NODE_0000372	2020-12-09	2020.938525	2020.926829	2020.938525
hCoV-19/Australia/NSW1242/2020|EPI_ISL_740873|2020-12-09	2020-12-09	2020.938525	2020.938525	2020.938525
NODE_0000375	2020-12-09	2020.938783	2020.924488	2020.948693
NODE_0000427	2020-12-30	2020.995714	2020.957933	2021.024355
hCoV-19/Ireland/DL-NVRL-83IRL22561/2021|EPI_ISL_909868|2021-01-11	2021-01-11	2021.028767	2021.028767	2021.028767
NODE_0000378	2021-01-10	2021.026801	2020.986296	2021.039726
hCoV-19/Northern_Ireland/NIRE-23B91E/2021|EPI_ISL_998232|2021-01-29	2021-01-29	2021.078082	2021.078082	2021.078082
hCoV-19/Northern_Ireland/NIRE-236C74/2021|EPI_ISL_998161|2021-01-15	2021-01-15	2021.039726	2021.039726	2021.039726
NODE_0000379	2020-12-11	2020.945316	2020.934573	2020.952771
hCoV-19/Canada/QC-L00314539/2020|EPI_ISL_745260|2020-12-15	2020-12-15	2020.954918	2020.954918	2020.954918
NODE_0000380	2020-12-15	2020.954918	2020.944077	2020.954918
hCoV-19/Scotland/QEUH-C63FF3/2020|EPI_ISL_858424|2020-12-15	2020-12-15	2020.954918	2020.954918	2020.954918
NODE_0000381	2020-12-21	2020.971311	2020.952399	2020.971311
hCoV-19/Ireland/KY-NVRL-20IRL11089/2020|EPI_ISL_789091|2020-12-21	2020-12-21	2020.971311	2020.971311	2020.971311
NODE_0000384	2020-12-24	2020.979720	2020.941856	2021.014164
hCoV-19/Norway/1946/2021|EPI_ISL_1013466|2021-01-27	2021-01-27	2021.072603	2021.072603	2021.072603
NODE_0000386	2021-01-05	2021.011545	2020.983578	2021.015068
hCoV-19/Norway/0227/2021|EPI_ISL_906828|2021-01-06	2021-01-06	2021.015068	2021.015068	2021.015068
NODE_0000387	2021-01-09	2021.023288	2021.002077	2021.023288
hCoV-19/Norway/3177/2021|EPI_ISL_1013513|2021-02-06	2021-02-06	2021.100000	2021.100000	2021.100000
hCoV-19/Wales/PHWC-4B80D6/2021|EPI_ISL_867342|2021-01-09	2021-01-09	2021.023288	2021.023288	2021.023288
NODE_0000390	2020-10-07	2020.767228	2020.688717	2020.807095
SEQ09|Brazil|MG|Belo-Horizonte|2021-01-08	2021-01-08	2021.020548	2021.020548	2021.020548
NODE_0000391	2020-10-12	2020.779683	2020.710577	2020.814241
hCoV-19/Gambia/3930/2021|EPI_ISL_915421|2021-01-15	2021-01-15	2021.039726	2021.039726	2021.039726
NODE_0000394	2020-10-15	2020.787575	2020.725253	2020.818663
hCoV-19/Canada/ON-S2347/2021|EPI_ISL_961358|2021-01-20	2021-01-20	2021.053425	2021.053425	2021.053425
NODE_0000396	2020-10-18	2020.796276	2020.740104	2020.824366
NODE_0000333	2020-11-15	2020.872291	2020.813061	2020.931186
hCoV-19/Taiwan/CGMH-CGU-44/2020|EPI_ISL_956325|2020-12-26	2020-12-26	2020.984973	2020.984973	2020.984973
hCoV-19/Ireland/D-NVRL-21IRL21405/2021|EPI_ISL_959736|2021-01-26	2021-01-26	2021.069863	2021.069863	2021.069863
NODE_0000399	2020-10-21	2020.803700	2020.752742	2020.831316
hCoV-19/Iceland/4234/2020|EPI_ISL_827927|2020-12-31	2020-12-31	2020.998634	2020.998634	2020.998634
NODE_0000401	2020-10-23	2020.811396	2020.765303	2020.836616
hCoV-19/Spain/CB-IBV-98012965/2021|EPI_ISL_871901|2021-01-07	2021-01-07	2021.017808	2021.017808	2021.017808
NODE_0000402	2020-10-25	2020.816767	2020.774005	2020.839583
NODE_0000304	2020-11-12	2020.865479	2020.819560	2020.923101
hCoV-19/Iceland/5742/2020|EPI_ISL_829424|2020-12-26	2020-12-26	2020.984973	2020.984973	2020.984973
NODE_0000404	2020-11-29	2020.910341	2020.854658	2020.954069
hCoV-19/USA/KY-KSPHL-100154/2021|EPI_ISL_983085|2021-01-21	2021-01-21	2021.056164	2021.056164	2021.056164
hCoV-19/Spain/GA-ISCIII-2018190/2020|EPI_ISL_862555|2020-12-26	2020-12-26	2020.984973	2020.984973	2020.984973
NODE_0000405	2020-10-27	2020.822331	2020.783433	2020.840759
hCoV-19/South_Africa/Tygerberg_531/2021|EPI_ISL_912401|2021-01-09	2021-01-09	2021.023288	2021.023288	2021.023288
NODE_0000406	2020-10-29	2020.827817	2020.794949	2020.844546
hCoV-19/Portugal/PT2248/2020|EPI_ISL_861574|2020-12-27	2020-12-27	2020.987705	2020.987705	2020.987705
NODE_0000408	2020-10-31	2020.832157	2020.803446	2020.848087
NODE_0000338	2020-11-08	2020.853760	2020.824713	2020.902063
NODE_0000342	2020-11-26	2020.902975	2020.864771	2020.950680
hCoV-19/Sri_Lanka/ECB1/2021|EPI_ISL_792555|2021-01-02	2021-01-02	2021.004110	2021.004110	2021.004110
hCoV-19/New_Zealand/21CV0007/2021|EPI_ISL_794613|2021-01-02	2021-01-02	2021.004110	2021.004110	2021.004110
NODE_0000411	2020-11-21	2020.888957	2020.852280	2020.941816
hCoV-19/Sweden/20-53787/2020|EPI_ISL_738133|2020-12-20	2020-12-20	2020.968579	2020.968579	2020.968579
NODE_0000412	2020-12-08	2020.934611	2020.885677	2020.984362
hCoV-19/Singapore/85/2021|EPI_ISL_862823|2021-01-18	2021-01-18	2021.047945	2021.047945	2021.047945
NODE_0000413	2020-12-21	2020.971131	2020.913363	2021.003190
hCoV-19/Belgium/rega-1813/2021|EPI_ISL_912406|2021-01-04	2021-01-04	2021.009589	2021.009589	2021.009589
hCoV-19/Belgium/rega-2233/2021|EPI_ISL_935325|2021-01-20	2021-01-20	2021.053425	2021.053425	2021.053425
NODE_0000344	2020-11-17	2020.878587	2020.850570	2020.918012
hCoV-19/Finland/HEL-16-311/2021|EPI_ISL_995847|2021-01-15	2021-01-15	2021.039726	2021.039726	2021.039726
hCoV-19/Northern_Ireland/NIRE-235AE4/2020|EPI_ISL_843151|2020-12-28	2020-12-28	2020.990437	2020.990437	2020.990437
NODE_0000346	2020-12-26	2020.984727	2020.951299	2021.010162
SEQ1B|Brazil|MG|Belo-Horizonte|2021-01-12	2021-01-12	2021.031507	2021.031507	2021.031507
SEQ48|Brazil|MG|Barbacena|2021-01-15	2021-01-15	2021.039726	2021.039726	2021.039726
NODE_0000348	2021-01-03	2021.007259	2020.981711	2021.020667
SEQ29|Brazil|MG|Belo-Horizonte|2021-01-09	2021-01-09	2021.023288	2021.023288	2021.023288
SEQ30|Brazil|MG|Belo-Horizonte|2021-01-11	2021-01-11	2021.028767	2021.028767	2021.028767
NODE_0000350	2020-12-02	2020.919257	2020.884332	2020.955916
hCoV-19/Jordan/AM-ALSR-5829/2020|EPI_ISL_878571|2020-12-25	2020-12-25	2020.982240	2020.982240	2020.982240
NODE_0000397	2020-12-13	2020.948423	2020.909296	2020.981449
hCoV-19/Barbados/BRB50403/2021|EPI_ISL_977659|2021-01-03	2021-01-03	2021.006849	2021.006849	2021.006849
NODE_0000419	2020-12-25	2020.983505	2020.946235	2021.011247
SEQ35|Brazil|SE|Aracaju|2021-01-08	2021-01-08	2021.020548	2021.020548	2021.020548
NODE_0000420	2021-01-07	2021.017808	2020.984324	2021.017808
hCoV-19/Brazil/SP-981/2021|EPI_ISL_860317|2021-01-07	2021-01-07	2021.017808	2021.017808	2021.017808
hCoV-19/Brazil/SP-982/2021|EPI_ISL_860633|2021-01-07	2021-01-07	2021.017808	2021.017808	2021.017808
NODE_0000421	2020-11-02	2020.838699	2020.808646	2020.849786
hCoV-19/Australia/NT97/2020|EPI_ISL_779413|2020-12-31	2020-12-31	2020.998634	2020.998634	2020.998634
NODE_0000422	2020-11-04	2020.843566	2020.815447	2020.858286
NODE_0000358	2020-12-31	2020.999858	2020.941719	2021.027167
hCoV-19/France/IDF-IPP01868/2021|EPI_ISL_953963|2021-01-23	2021-01-23	2021.061644	2021.061644	2021.061644
NODE_0000359	2021-01-13	2021.034247	2021.006506	2021.034247
hCoV-19/Germany/SH-ChVir22543/2021|EPI_ISL_869088|2021-01-13	2021-01-13	2021.034247	2021.034247	2021.034247
hCoV-19/Germany/SH-ChVir22575/2021|EPI_ISL_869110|2021-01-17	2021-01-17	2021.045205	2021.045205	2021.045205
NODE_0000425	2020-11-06	2020.847101	2020.820579	2020.863683
hCoV-19/England/CAMC-F99489/2021|EPI_ISL_851212|2021-01-08	2021-01-08	2021.020548	2021.020548	2021.020548
NODE_0000426	2020-11-07	2020.851526	2020.829217	2020.868502
NODE_0000360	2020-11-14	2020.870052	2020.837512	2020.912583
hCoV-19/India/GJ-GBRC-443/2020|EPI_ISL_825044|2020-12-22	2020-12-22	2020.974044	2020.974044	2020.974044
NODE_0000428	2020-11-20	2020.885283	2020.849604	2020.941704
hCoV-19/Luxembourg/LNS4106856/2021|EPI_ISL_910909|2021-01-06	2021-01-06	2021.015068	2021.015068	2021.015068
NODE_0000429	2020-11-25	2020.899986	2020.870169	2020.942883
NODE_0000366	2020-12-26	2020.984973	2020.947902	2020.984973
hCoV-19/Saint_Lucia/LCA47894/2020|EPI_ISL_872194|2020-12-26	2020-12-26	2020.984973	2020.984973	2020.984973
NODE_0000431	2020-12-27	2020.987630	2020.968883	2021.031899
hCoV-19/Saint_Lucia/LCA51395/2021|EPI_ISL_977584|2021-01-14	2021-01-14	2021.036986	2021.036986	2021.036986
hCoV-19/Saint_Lucia/SLU51389/2021|EPI_ISL_977538|2021-01-18	2021-01-18	2021.047945	2021.047945	2021.047945
NODE_0000432	2020-11-29	2020.911898	2020.885983	2020.945993
NODE_0000433	2020-12-07	2020.932981	2020.899442	2020.963621
hCoV-19/Ecuador/USFQ-736/2021|EPI_ISL_877561|2021-01-21	2021-01-21	2021.056164	2021.056164	2021.056164
NODE_0000434	2020-12-16	2020.957520	2020.923713	2020.968579
hCoV-19/Jordan/UK6/2020|EPI_ISL_904016|2020-12-20	2020-12-20	2020.968579	2020.968579	2020.968579
hCoV-19/Poland/3735614221/2020|EPI_ISL_852842|2020-12-22	2020-12-22	2020.974044	2020.974044	2020.974044
NODE_0000368	2020-12-09	2020.939034	2020.912821	2020.968509
hCoV-19/Luxembourg/LNS9268671/2020|EPI_ISL_911233|2020-12-29	2020-12-29	2020.993169	2020.993169	2020.993169
NODE_0000373	2020-12-29	2020.993169	2020.969474	2020.993169
hCoV-19/Italy/ABR-IZSGC-371718/2020|EPI_ISL_833228|2020-12-29	2020-12-29	2020.993169	2020.993169	2020.993169
hCoV-19/Italy/ABR-IZSGC-37481/2021|EPI_ISL_961074|2021-01-21	2021-01-21	2021.056164	2021.056164	2021.056164
NODE_0000374	2020-12-24	2020.980359	2020.949968	2020.998634
hCoV-19/New_Zealand/21CV0002/2020|EPI_ISL_794610|2020-12-31	2020-12-31	2020.998634	2020.998634	2020.998634
hCoV-19/Australia/VIC18118/2021|EPI_ISL_877568|2021-01-16	2021-01-16	2021.042466	2021.042466	2021.042466
NODE_0000438	2020-12-17	2020.959820	2020.930534	2020.986897
hCoV-19/Italy/ABR-IZSGC-TE11125/2021|EPI_ISL_935169|2021-01-08	2021-01-08	2021.020548	2021.020548	2021.020548
NODE_0000439	2020-12-28	2020.991744	2020.956187	2020.998634
hCoV-19/Italy/ABR-IZSGC-376328/2020|EPI_ISL_849649|2020-12-31	2020-12-31	2020.998634	2020.998634	2020.998634
hCoV-19/Italy/ABR-IZSGC-TE5787/2021|EPI_ISL_883305|2021-01-05	2021-01-05	2021.012329	2021.012329	2021.012329
NODE_0000440	2020-11-09	2020.856700	2020.834889	2020.870351
NODE_0000377	2020-11-22	2020.891619	2020.863683	2020.921732
hCoV-19/Singapore/1453/2020|EPI_ISL_728189|2020-12-08	2020-12-08	2020.935792	2020.935792	2020.935792
NODE_0000382	2020-12-15	2020.954081	2020.923944	2020.967013
hCoV-19/South_Korea/KDCA0462/2020|EPI_ISL_850653|2020-12-20	2020-12-20	2020.968579	2020.968579	2020.968579
hCoV-19/South_Korea/KDCA0838/2020|EPI_ISL_850661|2020-12-30	2020-12-30	2020.995902	2020.995902	2020.995902
NODE_0000443	2020-12-07	2020.933114	2020.881355	2020.988675
NODE_0000383	2021-01-13	2021.034247	2020.999442	2021.034247
hCoV-19/Mexico/TAM-InDRE_236/2021|EPI_ISL_961466|2021-01-13	2021-01-13	2021.034247	2021.034247	2021.034247
hCoV-19/Mexico/NLE-InDRE_237/2021|EPI_ISL_961467|2021-01-18	2021-01-18	2021.047945	2021.047945	2021.047945
NODE_0000445	2020-12-28	2020.990437	2020.946652	2020.990437
hCoV-19/USA/CA-CDC-STM-021/2020|EPI_ISL_802605|2020-12-28	2020-12-28	2020.990437	2020.990437	2020.990437
NODE_0000446	2021-01-14	2021.036986	2020.985452	2021.036986
hCoV-19/Luxembourg/LNS5969483/2021|EPI_ISL_911234|2021-01-14	2021-01-14	2021.036986	2021.036986	2021.036986
hCoV-19/Switzerland/GE-33122633/2021|EPI_ISL_981571|2021-01-30	2021-01-30	2021.080822	2021.080822	2021.080822
NODE_0000447	2020-11-11	2020.861234	2020.841364	2020.873667
NODE_0000385	2020-11-19	2020.884103	2020.851297	2020.928208
hCoV-19/France/IDF-IPP01080/2021|EPI_ISL_909665|2021-01-11	2021-01-11	2021.028767	2021.028767	2021.028767
NODE_0000430	2020-11-28	2020.907311	2020.875818	2020.942672
hCoV-19/Portugal/PT2107/2020|EPI_ISL_738106|2020-12-15	2020-12-15	2020.954918	2020.954918	2020.954918
NODE_0000449	2020-12-05	2020.926509	2020.890552	2020.966796
NODE_0000388	2020-12-18	2020.964403	2020.930902	2021.000234
SEQ07|Brazil|MG|Araxa|2021-01-04	2021-01-04	2021.009589	2021.009589	2021.009589
NODE_0000389	2021-01-03	2021.007784	2020.983143	2021.016974
SEQ11|Brazil|MG|Belo-Horizonte|2021-01-07	2021-01-07	2021.017808	2021.017808	2021.017808
SEQ28|Brazil|MG|Belo-Horizonte|2021-01-09	2021-01-09	2021.023288	2021.023288	2021.023288
NODE_0000452	2020-12-12	2020.946551	2020.913431	2020.974853
NODE_0000393	2020-12-24	2020.979873	2020.952630	2020.994058
hCoV-19/Sweden/21-50326/2020|EPI_ISL_934359|2020-12-30	2020-12-30	2020.995902	2020.995902	2020.995902
NODE_0000454	2021-01-05	2021.012329	2020.980524	2021.012329
hCoV-19/Sweden/21-50390/2021|EPI_ISL_934382|2021-01-18	2021-01-18	2021.047945	2021.047945	2021.047945
hCoV-19/Sweden/21-50336/2021|EPI_ISL_934366|2021-01-05	2021-01-05	2021.012329	2021.012329	2021.012329
NODE_0000455	2020-12-22	2020.973437	2020.933111	2021.010188
hCoV-19/Sweden/21-50358/2021|EPI_ISL_913456|2021-01-12	2021-01-12	2021.031507	2021.031507	2021.031507
NODE_0000392	2021-02-04	2021.094521	2021.046480	2021.094521
hCoV-19/Thailand/CU-SI2106275-NT/2021|EPI_ISL_984303|2021-02-04	2021-02-04	2021.094521	2021.094521	2021.094521
hCoV-19/Belgium/Jessa_55-2106-000300/2021|EPI_ISL_1014923|2021-02-09	2021-02-09	2021.108219	2021.108219	2021.108219
NODE_0000457	2020-11-14	2020.868989	2020.852591	2020.873997
NODE_0000327	2020-12-17	2020.960366	2020.895602	2021.015469
hCoV-19/England/TFCI-27018DD/2021|EPI_ISL_924715|2021-01-21	2021-01-21	2021.056164	2021.056164	2021.056164
hCoV-19/USA/MD-MDH-0846/2021|EPI_ISL_1015570|2021-02-04	2021-02-04	2021.094521	2021.094521	2021.094521
NODE_0000459	2020-11-16	2020.875023	2020.861292	2020.879800
NODE_0000324	2020-12-08	2020.934726	2020.893356	2020.967208
hCoV-19/Finland/30J10DE12_S111/2020|EPI_ISL_902858|2020-12-30	2020-12-30	2020.995902	2020.995902	2020.995902
NODE_0000325	2020-12-22	2020.974044	2020.944106	2020.974044
hCoV-19/Finland/85HEL/2020|EPI_ISL_766020|2020-12-22	2020-12-22	2020.974044	2020.974044	2020.974044
hCoV-19/Finland/HEL4-17/2021|EPI_ISL_833222|2021-01-03	2021-01-03	2021.006849	2021.006849	2021.006849
NODE_0000462	2020-11-18	2020.881148	2020.868916	2020.881148
hCoV-19/England/NORW-222CF3/2020|EPI_ISL_741516|2020-11-18	2020-11-18	2020.881148	2020.881148	2020.881148
NODE_0000463	2020-11-18	2020.881419	2020.835522	2020.917360
hCoV-19/Australia/QLD1545/2021|EPI_ISL_962180|2021-02-05	2021-02-05	2021.097260	2021.097260	2021.097260
NODE_0000464	2020-11-22	2020.893154	2020.855283	2020.922123
NODE_0000300	2020-12-26	2020.984135	2020.934653	2021.010689
hCoV-19/Gambia/13007/2021|EPI_ISL_915192|2021-01-06	2021-01-06	2021.015068	2021.015068	2021.015068
hCoV-19/Wales/ALDP-114F308/2021|EPI_ISL_990055|2021-01-23	2021-01-23	2021.061644	2021.061644	2021.061644
NODE_0000466	2020-11-27	2020.905380	2020.874563	2020.924732
NODE_0000335	2020-12-14	2020.951940	2020.913000	2020.985986
hCoV-19/Spain/GA-ISCIII-210065/2020|EPI_ISL_913495|2020-12-30	2020-12-30	2020.995902	2020.995902	2020.995902
NODE_0000468	2020-12-23	2020.976240	2020.946629	2020.987705
hCoV-19/New_Zealand/20CV0703/2020|EPI_ISL_755632|2020-12-27	2020-12-27	2020.987705	2020.987705	2020.987705
NODE_0000469	2020-12-28	2020.990437	2020.967477	2020.990437
hCoV-19/New_Zealand/21MV0081/2021|EPI_ISL_1016855|2021-02-14	2021-02-14	2021.121918	2021.121918	2021.121918
hCoV-19/Malaysia/IMR_WC378731/2020|EPI_ISL_877228|2020-12-28	2020-12-28	2020.990437	2020.990437	2020.990437
NODE_0000470	2020-11-30	2020.914502	2020.889152	2020.931812
hCoV-19/Dominican_Republic/CDC-9KZX-8454/2020|EPI_ISL_906851|2020-12-27	2020-12-27	2020.987705	2020.987705	2020.987705
NODE_0000471	2020-12-04	2020.923524	2020.903746	2020.932771
hCoV-19/Scotland/QEUH-E95CE0/2021|EPI_ISL_858330|2021-01-04	2021-01-04	2021.009589	2021.009589	2021.009589
NODE_0000472	2020-12-06	2020.930005	2020.913881	2020.935897
hCoV-19/Spain/AN-HUSC_33522146/2021|EPI_ISL_981961|2021-01-11	2021-01-11	2021.028767	2021.028767	2021.028767
NODE_0000473	2020-12-08	2020.935701	2020.922966	2020.939405
SEQ38|Brazil|BA|Sao-Sebastiao-do-Passe|2021-01-18	2021-01-18	2021.047945	2021.047945	2021.047945
NODE_0000474	2020-12-10	2020.941257	2020.931230	2020.941257
hCoV-19/Hong_Kong/HKPU-07195/2020|EPI_ISL_1020103|2020-12-10	2020-12-10	2020.941257	2020.941257	2020.941257
NODE_0000475	2020-12-21	2020.971311	2020.943039	2020.971311
hCoV-19/Spain/VC-IBV-98010550/2020|EPI_ISL_846652|2020-12-21	2020-12-21	2020.971311	2020.971311	2020.971311
SEQ43|Brazil|MG|Belo-Horizonte|2021-01-15	2021-01-15	2021.039726	2021.039726	2021.039726
